id.only,url,author,title,year,multiple_grad_year,degree_level,degree_name,downloads
66631,http://hdl.handle.net/1957/59871,"Goodman, Rebecca M.",â€œAvoidable Sufferingâ€ù : Analyzing Healthcare Providersâ€™ Perceptions of Climate Change Impacts,2017,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),34
67207,http://hdl.handle.net/1957/59949,"Ebadirad, Staci W.",Maternal Play Behaviors and Stress Response within a State-Based Parenting Education Program,2017,-1,Master's,Master of Science (M.S.) in Human Development and Family Sciences,27
67204,http://hdl.handle.net/1957/59950,"Chagani, Sharmeen","Role of Melanocytic Vitamin D Receptor (VDR) in UVB-induced Melanocyte Homeostasis
and Keratinocytic Retinoidâ€“X-Receptor Î± (RXRÎ±) in UVB Induced Melanomagenesis.",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Molecular and Cellular Biology,10
67206,http://hdl.handle.net/1957/59951,"Suryan, Levi J.",A Performance Comparison of Chainsaw Bar Lubricants,2017,-1,Master's,Master of Science (M.S.) in Mechanical Engineering,19
66341,http://hdl.handle.net/1957/59336,"Piquette, Daniel S.",Food for Axiology : Acknowledging Relationships,2017,-1,Master's,Master of Arts (M.A.) in Applied Ethics,24
66342,http://hdl.handle.net/1957/59333,"Hess, Daniel M.",Evaluation of Topography and Seismicity on Shallow Landslide Susceptibility,2017,-1,Master's,Master of Science (M.S.) in Civil Engineering,25
66524,http://hdl.handle.net/1957/59356,"Bill, Nicholas S.","Late Cenozoic Climate, Ice-sheet and Earth-surface Evolution Derived from Terrestrial and Marine Sedimentary Archives",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Geology,98
66514,http://hdl.handle.net/1957/59362,"Becker, Derek Raymond",Moving Towards Academic Success and Life Long Learning,2017,-1,Doctoral,"Doctor of Philosophy (Ph. D.) in Human Development and Family
Studies",101
66442,http://hdl.handle.net/1957/59445,"Foertsch, Christopher R.","Educational Migration in Indonesia : An Ethnography of Eastern Indonesian Students in Malang, Java",2017,-1,Master's,Master of Arts (M.A.) in Applied Anthropology,89
66594,http://hdl.handle.net/1957/59458,"Chouinard, Adam James",Pheromone Variation in Plethodontid Salamanders,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,10
66585,http://hdl.handle.net/1957/59460,"Dick, Dorothy Marie",Spatio-Temporal Analysis and Modeling in the Marine Environment : Humpback Whale Genetic Variability and Seabird Distributions in the Northeastern Pacific Ocean,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Geography,59
66435,http://hdl.handle.net/1957/59462,"Sinnott, Christian B.",Investigating Differences between Rural and Non-rural Students,2017,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),99
66622,http://hdl.handle.net/1957/59477,"Akin, MeleksÌ§en",Statistical Methods for Tissue Culture Medium Optimization and A Multiplexed Fingerprinting Set for Hazelnuts,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Horticulture,9
66583,http://hdl.handle.net/1957/59478,"Spencer, Megan (Megan Hamel)",Cartographies of Haunting : Black Feminist Refusal in Toni Morrisonâ€™s A Mercy and Octavia Butlerâ€™s Kindred,2017,-1,Master's,"Master of Arts (M.A.) in Women, Gender, & Sexuality Studies",109
66593,http://hdl.handle.net/1957/59705,"Hatlen, Andrew James",Generativity During Preretirement : Motivation and Actions of Pre-Retirees,2017,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),73
66681,http://hdl.handle.net/1957/59544,"Belart Lengerich, Maria Francisca","Forest Harvest Residue Moisture Management in the Pacific Northwest, USA",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Sustainable Forest Management,111
66705,http://hdl.handle.net/1957/59596,"Mustafa, Mamoon",Stream Temperature Modeling for Marys River Watershed,2017,-1,Master's,Master of Science (M.S.) in Civil Engineering,56
66944,http://hdl.handle.net/1957/59739,"Angsumalee, Duangporn",Effect of Plant Growth Regulator and Irrigation on Physiological and Harvest Maturity of Red Clover in Relation to Seed Quality,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Crop Science,5
66971,http://hdl.handle.net/1957/59801,"Hanselmann, Rhea",Wildlife Health in Managed Forests : Immunity and Infectious Diseases in Wild Rodents of Oregon,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,255
67008,http://hdl.handle.net/1957/59802,"Dixit, Saurabh Milind",Advancing Robotic Grasp Planning using Human Heuristics for Grasp Similarity,2017,-1,Master's,Master of Science (M.S.) in Robotics,6
67042,http://hdl.handle.net/1957/59808,"Patapanchala, Panini Sai",Exploring Security Metrics for Electric Grid Infrastructure Leveraging Attack Graphs,2017,-1,Master's,Master of Science (M.S.) in Computer Science,7
67015,http://hdl.handle.net/1957/59809,"Smyth, Johanna C.",Characterization of the Transition to the Progamic Phase in Zea mays Pollen,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Botany and Plant Pathology,7
67066,http://hdl.handle.net/1957/59835,"Weitemier, Kevin Allen","Genomic Investigations of Diversity within the Milkweed Genus Asclepias, at Multiple Scales",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Botany and Plant Pathology,39
67076,http://hdl.handle.net/1957/59847,"Ingeman, Kurt E.",Effects of Predator Introductions on Population and Community Dynamics,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,6
67110,http://hdl.handle.net/1957/59850,"Harikedua, Silvana Dinaintang",The Application of Brine Injection Technology to Improve Quality of Pacific whiting (Merluccius productus) Fillets,2017,-1,Master's,Master of Science (M.S.) in Food Science and Technology,35
67058,http://hdl.handle.net/1957/59861,"Rekow, James A.",Persistence of Populations in Environments with an Interface,2017,-1,Master's,Master of Science (M.S.) in Mathematics,32
67091,http://hdl.handle.net/1957/59866,"Argo, Maximo",Seismic Performance of Aging Prestressed Transmission Pole with Simulated Soil Foundation,2017,-1,Master's,Master of Science (M.S.) in Civil Engineering,59
67127,http://hdl.handle.net/1957/59869,"Stephen, Daniel M.",Automated Layout of Origin-destination Flow Maps : U.S. County-to-county Migration 2009-2013,2017,-1,Master's,Master of Science (M.S.) in Geography,11
67117,http://hdl.handle.net/1957/59872,"Bushee, Gavin A.",Co-treatment of Municipal Wastewater and Landfill Leachate in an Activated Sludge Sequencing Batch Reactor,2017,-1,Master's,Master of Science (M.S.) in Environmental Engineering,30
67101,http://hdl.handle.net/1957/59902,"York, Riki M.","The Role of Diurnal Light, Temperature, and Forced Egg Retention on Spotted Wing Drosophila, Drosophila suzukii Matsumura (Diptera: Drosophilidae) Survival and Ovipositional Rates",2017,-1,Master's,Master of Science (M.S.) in Horticulture,10
67220,http://hdl.handle.net/1957/59978,"Fullmer, Lauren",Exploring the Distinct Solution Behavior of Isostructural Polycoltanates,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemistry,7
66445,http://hdl.handle.net/1957/59388,"Hohenschuh, William",The Path Forward : Using High Throughput Data and Dynamic Flux Balance Modeling to Identify Bottlenecks in the Carbon Metabolism of Industrial Microbes and Suggest Solutions to Improve Product Yield,2017,-1,Doctoral,"Doctor of Philosophy (Ph. D.) in Biological and Ecological
Engineering",46
66366,http://hdl.handle.net/1957/59359,"Motley, Joshua R.",Application of Self-Assembled Monolayers to InGaZnO Thin Film Transistors,2017,-1,Master's,Master of Science (M.S.) in Chemical Engineering,141
66337,http://hdl.handle.net/1957/59463,"Beeson, Jeffrey Watson",Investigating Plate Boundaries through New High-Resolution Bathymetry and Seismic Data; 2 Case Studies from the Cascadia Subduction Zone and San Andreas Fault,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Oceanography,38
66618,http://hdl.handle.net/1957/59468,"Clark, Hannah (Hannah Elizabeth)",The Impacts of Multiple Stressors on Aquatic Invertebrate Communities in the Umatilla River,2017,-1,Master's,Master of Science (M.S.) in Fisheries Science,56
66575,http://hdl.handle.net/1957/59476,"Conley, Melissa N.",The Roles of Dietary Nitrate in Bone and the Gut in an Ovarian Hormone-deficient Rodent Model,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Nutrition,58
66699,http://hdl.handle.net/1957/59537,"Kopparapu, Prasad R.",Small Molecule Bcl-2 Functional Converters as Cancer Therapeutics,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Toxicology,6
66360,http://hdl.handle.net/1957/59520,"Benkwitt, Cassandra E.",Behavior and Ecological Effects of Invasive Lionfish on Atlantic Coral Reefs and Seagrass Beds,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,12
66653,http://hdl.handle.net/1957/59542,"Mathews, Joshua A.",Simulating the dose enhancement effects of platinum nanoparticles in a spherical geometry with Monte Carlo calculations,2017,-1,Master's,Master of Science (M.S.) in Medical Physics,42
66446,http://hdl.handle.net/1957/59519,"Smith, Stephanie Rae",Seagrasses as Potential Chemical Refugia for Acidification-Sensitive Bivalves,2017,-1,Master's,Master of Science (M.S.) in Marine Resource Management,21
66726,http://hdl.handle.net/1957/59568,"Flores, Salvador M.","Phenology, Host-Plant Resistance, and Biological Control of Stephanitis pyrioides in Oregon",2017,-1,Master's,Master of Science (M.S.) in Horticulture,45
66761,http://hdl.handle.net/1957/59595,"Mirkouei, Amin",Techno-Economic Optimization and Environmental Impact Analysis for a Mixed-Mode Upstream and Midstream Forest Biomass to Bio-Products Supply Chain,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Industrial Engineering,22
66833,http://hdl.handle.net/1957/59703,"Sereni, Anthony",Exploration into the Influence of Malolactic Fermentation Parameters and Pre-fermentation Juice Treatment on Chardonnay Mouthfeel,2017,-1,Master's,Master of Science (M.S.) in Food Science and Technology,75
66698,http://hdl.handle.net/1957/59656,"Zafarani, Farzad",A Structural Theorem For Shortest Vertex-Disjoint Paths Computation in Planar Graphs,2017,-1,Master's,Master of Science (M.S.) in Computer Science,75
66964,http://hdl.handle.net/1957/59764,"McKinley, Paige Elizabeth",Multi-scale Investigation of Adhesive Bond Durability,2017,-1,Master's,Master of Science (M.S.) in Wood Science,8
67004,http://hdl.handle.net/1957/59782,"Lattier, Kim Shearer","Inducing and Evaluating Phenotypic and Cytometric Variation in Landscape Plants : Observations from Acer, Ornithogalum, and Penstemon",2017,-1,Master's,Master of Science (M.S.) in Horticulture,6
66977,http://hdl.handle.net/1957/59803,"Langland, Barry M.",The Prophet,2017,-1,Master's,Master of Arts (M.A.) in Creative Writing,6
67051,http://hdl.handle.net/1957/59821,"Kelley, Jason",Addressing Data Resolution in Precision Agriculture,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Water Resource Engineering,169
67055,http://hdl.handle.net/1957/59822,"Mendoza, Maritza",The Effects of Artificial Structures on Estuarine Infaunal Communities and Offshore Biofouling Communities,2017,-1,Master's,Master of Science (M.S.) in Marine Resource Management,48
67061,http://hdl.handle.net/1957/59852,"Hartman, Brian D.",Aspects of the Nature of Engineering for K-12 Science Education : A Delphi Study,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Science Education,45
67084,http://hdl.handle.net/1957/59853,"Mastick, Natalie",The Effect of Group Size on Individual Roles and the Potential for Cooperation in Group Bubble-net Feeding Humpback Whales (Megaptera novaeangliae),2017,-1,Master's,Master of Science (M.S.) in Wildlife Science,34
67080,http://hdl.handle.net/1957/59862,"Al-Hammali, Hussain Y.",Nonuniform Sampling Of Band-limited Functions,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Mathematics,42
67113,http://hdl.handle.net/1957/59870,"Yao, Zhaoda",Multi-User Massive MIMO Channel Estimation Based on Kalman Filters,2017,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,105
67130,http://hdl.handle.net/1957/59874,"Doran, Michael P. (Michael Patrick)",Characterization of Two Novel Machining Processes for Difficult to Machine Materials,2017,-1,Master's,Master of Science (M.S.) in Mechanical Engineering,35
67146,http://hdl.handle.net/1957/59885,"Klopfenstein, Rachael",Restoring the Columbia River Estuary : Chinook Salmon Recovery and Invasive Species Management,2017,-1,Master's,Master of Science (M.S.) in Marine Resource Management,55
67156,http://hdl.handle.net/1957/59888,"Jacobs, Dakota",Effect of PFAS Exposure on Reproduction : a Comparative Investigation between Kisspeptin-secreting AVPV and Arcuate Nuclei,2017,-1,Master's,Master of Science (M.S.) in Toxicology,33
67136,http://hdl.handle.net/1957/59890,"McCarthy, Alexander J.",The Effects of Layered Differences in Hydraulic Conductivity of Groundwater : An Estimation of Residence Time for Solute Transport,2017,-1,Master's,Master of Science (M.S.) in Soil Science,43
67165,http://hdl.handle.net/1957/59907,"Alam, Mahabub",Crack Penetration and Deflection Behavior at Interfaces,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Mechanical Engineering,8
66512,http://hdl.handle.net/1957/59319,"Barth, Aaron M.",Geochemical and Geostatisical Analyses of Quaternary Climate Variability over Millennial-to-Orbital Timescales,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Geology,10
66443,http://hdl.handle.net/1957/59355,"Nambirajan, Surendar",Visual Analysis of Attorney Case Portfolios Over Time,2017,-1,Master's,Master of Science (M.S.) in Computer Science,60
66437,http://hdl.handle.net/1957/59369,"Clay, Garrett",Printing 3D Magnetic Composite Structures with Arbitrary Anisotropy using UV-curable Magnetic Ink,2017,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,76
66584,http://hdl.handle.net/1957/59429,"AL-Anazi, Falah",Determining The Impact of Photovoltaic Generation on Power Systems,2017,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,61
66587,http://hdl.handle.net/1957/59433,"Adkins, Daryl","Sites of Memory : Black Women's Geographies, #SayHerName, and Black Hair Politics",2017,-1,Master's,"Master of Arts (M.A.) in Women, Gender, and Sexuality Studies",67
66623,http://hdl.handle.net/1957/59474,"Wu, Xiurou",How Does Income Inequality Affect Community Economic Resilience?,2017,-1,Master's,Master of Science (M.S.) in Applied Economics,77
66645,http://hdl.handle.net/1957/59524,"Tung, Tsun-Yin",When More Is Less : Consumer Attitude Formation When Facing Choice Overload In Apparel E-Commerce,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Design and Human Environment,10
66656,http://hdl.handle.net/1957/59552,"Bosley, Katelyn Marie","An Integrated Approach to the Investigation of Age, Growth and Population Dynamics of Burrowing Thalassinidean Shrimps in a U.S. West Coast Estuary",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Fisheries Science,50
66716,http://hdl.handle.net/1957/59554,"Elayeb, Ibrahem S.",An Experimental Study on Violent Geysers in Vertical Shafts,2017,-1,Master's,Master of Science (M.S.) in Civil Engineering,12
66530,http://hdl.handle.net/1957/59515,"Muoto, Ifeoma O.",The impact of Oregonâ€™s Coordinated Care Organizations on Prenatal Care Access and Quality : A Difference-in-Differences Analysis,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Public Health,21
66676,http://hdl.handle.net/1957/59566,"Kindinger, Tye L.",Invasive Pacific Lionfish Alters Native Community Interactions on Atlantic Coral Reefs,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,14
66824,http://hdl.handle.net/1957/59712,"Slaven, Kelli R.",Bridge Damage State Detection Based on Strain-Based Wireless Structural Health Monitoring,2017,-1,Master's,Master of Science (M.S.) in Civil Engineering,56
66915,http://hdl.handle.net/1957/59721,"Huff, Steven (Steven E.)",Quantifying Aboveground Biomass for Common Shrubs in Northeastern California,2017,-1,Master's,Master of Science (M.S.) in Sustainable Forest Management,81
66900,http://hdl.handle.net/1957/59722,"Stickel, Andrew",Terahertz Induced Non-linear Electron Dynamics in Nanoantenna Coated Semiconductors at the Sub-picosecond Timescale,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Physics,228
66926,http://hdl.handle.net/1957/59740,"Gomez Fernandez, Mario Enrique",Creation and Application of Voxelized Dosimetric Models : An Evaluation of Dose Conversion Factor in Apis Mellifera,2017,-1,Master's,Master of Science (M.S.) in Radiation Health Physics,31
67028,http://hdl.handle.net/1957/59820,"Bebbling, Allison",LACUNA,2017,-1,Master's,Master of Fine Arts (M.F.A.) in Creative Writing,10
67069,http://hdl.handle.net/1957/59844,"Lin, Shijia",Atomic Layer Deposition (ALD) Process Development of Nb-doped TiOâ‚‚ as a Transparent Conducting Oxide (TCO) and ALD of HfOâ‚‚/Nbâ‚‚Oâ‚… Bilayers as Insulating Barriers for Metal/Insulator/Insulator/Metal (MIIM) Diodes,2017,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,14
67108,http://hdl.handle.net/1957/59845,"Werner, Michael W. (Michael William)","Toward An Academic Theory of Social Justice Judgment and Decision-Making : Rights, Justice, and Legal Ideology",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,6
67083,http://hdl.handle.net/1957/59860,"Piorkowski, David",Information Foraging Theory as a Unifying Foundation for Software Engineering Research : Connecting the Dots,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Computer Science,71
67115,http://hdl.handle.net/1957/59867,"Li, Xin",Don't Fool Me : Detecting Adversarial Examples in Deep Networks,2017,-1,Master's,Master of Science (M.S.) in Electric and Computer Engineering,19
67129,http://hdl.handle.net/1957/59875,"Tyler, Kiley J.",Relations between Physical Fitness and School-Day Physical Activity Behavior in Children with Autism Spectrum Disorder,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Kinesiology,41
67145,http://hdl.handle.net/1957/59880,"Bronaugh, Whitcomb Meade","Phylogenetics, Biogeography, Morphological Variation, and Taxonomic Revision of Sandelia capensis (Cuvier 1829) (Anabantiformes: Anabantidae), a Freshwater Fish from the Coastal Streams of the Cape Region, South Africa",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Fisheries Science,12
67159,http://hdl.handle.net/1957/59906,"Blank, Curtis",Performance Based Tests on Cross Laminated Timber - Concrete Composite Floor Panels,2017,-1,Master's,Master of Science (M.S.) in Civil Engineering,12
67194,http://hdl.handle.net/1957/59932,"Farber, Daniel",The Primary Disease Gradient of Wheat Stripe Rust (Puccinia striiformis f. sp. tritici) Across Spatial Scales,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Botany and Plant Pathology,69
67213,http://hdl.handle.net/1957/59952,"Liu, Mingyang",Response of Roughstalk Bluegrass (Poa trivialis L.) to Waterlogging Stress,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Crop Science,25
66413,http://hdl.handle.net/1957/59344,"Chu, Yu-Jung","Mobility Protocol, Channel Estimation and Modulation Techniques for Hybrid WiFi-FSO (WiFO) WLAN of Femtocells",2017,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,5
66364,http://hdl.handle.net/1957/59347,"Clucas, Alexander",Rendering and Simulation for Tires Rolling on Snow,2017,-1,Master's,Master of Science (M.S.) in Computer Science,66
66565,http://hdl.handle.net/1957/59403,"Trowbridge, A. Hayley",In and Out of Touch : Fabricated Histories in Nella Larsen's Passing and James VanDerZee's Studio Portraiture,2017,-1,Master's,Master of Arts (M.A.) in English,26
66444,http://hdl.handle.net/1957/59443,"Polsdofer, Elizabeth",Testing Continuity between Versions 5.3.9 and 6.3.1 of Plaque Simulator for Planning Eye Plaque Brachytherapy Cases,2017,-1,Master's,Master of Science (M.S.) in Medical Physics,25
66416,http://hdl.handle.net/1957/59360,"Beamer, Jordan P.","Regional Scale Modeling of Climate, Cryosphere, and Freshwater Discharge in Changing Coastal Mountain Environments",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Water Resources Engineering,117
66576,http://hdl.handle.net/1957/59451,"Fenn, Meghann L.",Does Disability Severity Matter? The Daily Lives of Parent Caregivers of Children with Developmental Disabilities,2017,-1,Master's,Master of Science (M.S.) in Human Development and Family Studies,19
66589,http://hdl.handle.net/1957/59464,"Husby, Kirsty A.",In Vitro Evaluation of Therapeutic Laser Treatment on Equine Tendon Fibroblasts,2017,-1,Master's,Master of Science (M.S.) in Veterinary Science,91
66627,http://hdl.handle.net/1957/59466,"Wilhelmi, Nicholas",The Effects of Seed Source and Planting Environment on Douglas-fir (Pseudotsuga menziesii) Foliage Diseases,2017,-1,Master's,Master of Science (M.S.) in Sustainable Forest Management,112
66647,http://hdl.handle.net/1957/59480,"Soria Zurita, Nicolas Francisco",Design of Complex Engineered Systems Using Multiagent Coordination,2017,-1,Master's,Master of Science (M.S.) in Mechanical Engineering,96
66418,http://hdl.handle.net/1957/59533,"Katz, Scott B.","Sediment Transport Modeling and Implications for Benthic Primary Producers in Oak Creek, OR",2017,-1,Master's,Master of Science (M.S.) in Water Resources Engineering,25
66640,http://hdl.handle.net/1957/59557,"Sergi, Clint",Cost to Biomphalaria glabrata of Resisting Infection by Schistosoma mansoni,2017,-1,Master's,Master of Science (M.S.) in Zoology,76
66780,http://hdl.handle.net/1957/59650,"Negru, Delia","The Effects of Nitrate and a Pathogenic Fungus, Batrachochytrium dendrobatidis, on Amphibians",2017,-1,Master's,Master of Science (M.S.) in Zoology,16
66763,http://hdl.handle.net/1957/59585,"Head, Brian A.",Lipid Metabolism and the Broiler Chicken : Effect of Dietary n-3 Fatty Acids,2017,-1,Master's,Master of Science (M.S.) in Animal Science,47
66787,http://hdl.handle.net/1957/59704,"Gourley, Derek M. F.",Impact of Climate and Disturbance on the Formation of Earlywood and Latewood in Douglas-fir at the Salal Fields Study Site,2017,-1,Master's,Master of Science (M.S.) in Sustainable Forest Management,68
66650,http://hdl.handle.net/1957/59567,"Hill, Steven T.",The Pursuit of Hoppiness : Propelling Hop into the Genomic Era,2017,-1,Master's,Master of Science (M.S.) in Computer Science,79
66949,http://hdl.handle.net/1957/59742,"Paulik, L. Blair","Human Exposure to PAHs in Air, Water, and Crayfish",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Toxicology,12
67006,http://hdl.handle.net/1957/59810,"Jie, Jing",Protein Disorder in the Evolution of Dynein Regulation,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Biochemistry and Biophysics,6
66984,http://hdl.handle.net/1957/59812,"Peguero, Lara M.",Feasibility Study of Using HANARO Fuel Rods in WWR-SM Reactor,2017,-1,Master's,Master of Science (M.S.) in Nuclear Engineering,23
67013,http://hdl.handle.net/1957/59816,"Almuaybid, Ameer J.",An Examination of the Equilibrium Theory of Intimacy in Dyadic Interactions,2017,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),41
67077,http://hdl.handle.net/1957/59833,"Nery, Mara B.",Multiple Sclerosis and Wellness : How Self-Compassion Influences Physical Activity and Health-Related Quality of Life,2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Kinesiology,6
67088,http://hdl.handle.net/1957/59837,"Cerny-Chipman, Elizabeth B.","Changing Climate, Changing Contexts : Variation in Rocky Intertidal Predator-prey Interactions Seen Through an Environmental Stress Framework",2017,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,10
